2257	2257_kQBsJPrLfAI.mp4	81	https://cognitivestudy.blob.core.windows.net/videos/2257_kQBsJPrLfAI.mp4	50850	NVIDIA TensorRT at GTC 2018 At the 2018 GPU Technology Conference, NVIDIA announced TensorRT 4, a programmable inference accelerator that speeds up videos, recommender systems, and speech applications. Using TensorRT and NVIDIA DGX-1, California-based startup REELY achieved 100X faster inferencing over traditional CPU-based methods to generate real-time video highlights for 140 HD streams simultaneously.	Title
2258	2258_F8NAokmNasE.mp4	27	https://cognitivestudy.blob.core.windows.net/videos/2258_F8NAokmNasE.mp4	15020	The Rideshare Guy: The Tracker - Driver App | Uber With the Driver app's Tracker feature, driver-partners can easily track earnings and see how much money they've made after every ride. Watch and learn more about The Tracker from The Rideshare Guy. Learn more: Tap a button	Title
2259	2259_uk8vMuGgdKw.mp4	85	https://cognitivestudy.blob.core.windows.net/videos/2259_uk8vMuGgdKw.mp4	44770	 Household Profiles lets you share your Fire Tablet with one additional adult and up to four children. Learn more about Fire Tablet on Amazon Help:	Title
2260	2260_zwYHvBFkWgo.mp4	74	https://cognitivestudy.blob.core.windows.net/videos/2260_zwYHvBFkWgo.mp4	30050	The Maxfli Challenge Maxfli Tour: Tour quality performance without the tour ball price	Title
2262	2262_NnvJVyngHm4.mp4	276	https://cognitivestudy.blob.core.windows.net/videos/2262_NnvJVyngHm4.mp4	47810	Cisco Designed makes it easy for you to Work from Home The future of work includes more people working from home. Thats good news because workplace flexibility can improve employee productivity and reduce costs for your small business. Let Cisco help make it easier.	Title
2263	2263_t2AOThN8lbM.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2263_t2AOThN8lbM.mp4	36710	Pacific Heat | Meet Maddie | Netflix Watch Pacific Heat: Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without	Title
2264	2264_SmvQtubayC4.mp4	276	https://cognitivestudy.blob.core.windows.net/videos/2264_SmvQtubayC4.mp4	30050	Automate Everything from Everywhere with Cisco HyperFlex Anywhere Cisco HyperFlex Anywhere can power applications wherever you need them, managed from the cloud, automating everything from wherever you are. To learn more, visit	Title
2265	2265_jiodoTMeTX4.mp4	68	https://cognitivestudy.blob.core.windows.net/videos/2265_jiodoTMeTX4.mp4	31110	The tech behind heads-up car displays Explore how heads-up displays using 3M optical films are helping drivers	Title
2266	2266_uclrmmsNBPU.mp4	74	https://cognitivestudy.blob.core.windows.net/videos/2266_uclrmmsNBPU.mp4	50500	Soccer Drills: Dribbling Box Drill From beginners up to pros, all soccer players need to work on dribbling. A good way to work on this fundamental skill is by using the Dribbling Box Drill. The Dribbling Box Drill is set up by creating a box out of four cones. The goal of the drill is to dribble inside the box. Keep the ball close to	Title
2267	2267_z8IWdW4CLCg.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2267_z8IWdW4CLCg.mp4	37710	Sense8: The Series Finale | One More Time | Netflix This one's for you. From our cluster to yours, the Sense8 Series Finale is now streaming worldwide on Netflix. Watch Sense8 on Netflix: Members can watch	Title
2268	2268_5SgaBGWBQ88.mp4	27	https://cognitivestudy.blob.core.windows.net/videos/2268_5SgaBGWBQ88.mp4	25010	Uber Moto - Narrow Roads (Bengali) | Uber No dream is too small. Beat the traffic, and ride through narrow roads that lead to your dreams. Toh ab, sapno par ho ja sawaar! Learn more: Tap a button and get to where you want to be. Connect with Uber: Ride	Title
2269	2269_Lhr6mCe7vgU.mp4	238	https://cognitivestudy.blob.core.windows.net/videos/2269_Lhr6mCe7vgU.mp4	26120	The New BMW X7 When youre ready to upgrade to a level of sophistication unlike any other, Sonic Automotive is here to help. Take comfort in knowing that our transparent pricing will have you on the road in your new BMW X7 in no time. Visit any of our fifteen BMW locations today to experience convenience. Follow Us on Instagram: @SonicAuto Like Us on	Title
2270	2270_ExAFL7zQJRc.mp4	20	https://cognitivestudy.blob.core.windows.net/videos/2270_ExAFL7zQJRc.mp4	51500	Molina Healthcare My Molina Member Portal Were making it easier than ever to manage your health plan with the My Molina member portal. My Molina makes it easy to: - Change your doctor - Update your contact information - Request a new ID card - Make a payment - Find a provider or pharmacy near you Learn more by visiting and registering today!	Title
2271	2271_LEo_2Exg3GY.mp4	27	https://cognitivestudy.blob.core.windows.net/videos/2271_LEo_2Exg3GY.mp4	54780	Weekend Getaways, On-Demand fuelled by Musafir.com | Uber Uber India is partnering with Musafir.com to offer weekend getaways, at the tap of a button. Pack your bags, grab your passport, and get ready to be whisked away to exotic Indian and international destinations. Our handpicked domestic and international destinations include Hong Kong, Bangkok, Colombo, Udaipur, Jaipur, Mangalore, Coimbatore, Kochi, Bhubaneswar, Nagpur, Ahmedabad, Pune, Kolkata, Hyderabad, Chennai, Bangalore, Delhi	Title
2272	2272_dmWVDmz8QN4.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2272_dmWVDmz8QN4.mp4	49060	Oz The Great and Powerful - The Battle for Oz Begins March 8 Oz the Great and Powerful opens in theaters in Disney Digital 3D, RealD 3D, and IMAX 3D March 8! Official Site: Frank Baum's beloved character, the Wizard of Oz. When Oscar Diggs (James Franco), a small-time circus	Title
2273	2273_JCJUS8Xp49Q.mp4	85	https://cognitivestudy.blob.core.windows.net/videos/2273_JCJUS8Xp49Q.mp4	33580	 If you're having issues watching live streams or live events on Prime Video, please ensure that you are watching on a supported device, and have a sufficient download speed. Prime Video recommends a minimum download speed of 1MB/s for SD content and 5MB/s for HD content. Prime Video will serve the highest quality streaming experience possible based on the bandwidth	Title
2275	2275_B0vbu71DXjk.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2275_B0vbu71DXjk.mp4	30260	"Disney's Tomorrowland - ""The One"" Disney's Tomorrowland comes to theaters May 22, 2015! From Disney comes two-time Oscar winner Brad Birds Tomorrowland, a riveting mystery adventure starring Academy Award winner George Clooney. Bound by a shared destiny, former boy-genius Frank (Clooney), jaded by disillusionment, and Casey (Britt Robertson), a bright, optimistic teen bursting with scientific curiosity, embark on a danger-filled mission to unearth the secrets"	Title
2277	2277_5cM0XkByEaM.mp4	12	https://cognitivestudy.blob.core.windows.net/videos/2277_5cM0XkByEaM.mp4	29760	AJAX Littoral Fording Trials The trials in Instow, North Devon, showcased the capability of the AJAX armoured fighting vehicle in prepared and unprepared fording operations.	Title
2278	2278_wsI-F6j6hWc.mp4	147	https://cognitivestudy.blob.core.windows.net/videos/2278_wsI-F6j6hWc.mp4	32040	Casey's Dance TV Commercial 2014 Here's our newest TV commercial for 2014. Enjoy!	Title
2279	2279_3ay0kD3FSEU.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2279_3ay0kD3FSEU.mp4	47230	Squid Game: The Challenge | Final Casting Call | Netflix One year ago today the world was introduced to Squid Game. Now, time is running out to join Squid Game: The Challenge - the new Netflix competition series. Visit to apply! SUBSCRIBE: About Netflix: Netflix is the world's leading streaming entertainment service with 221 million paid memberships in over 190 countries enjoying TV series, documentaries, feature films and mobile games	Title
2280	2280_jX7_VxJx8bQ.mp4	280	https://cognitivestudy.blob.core.windows.net/videos/2280_jX7_VxJx8bQ.mp4	15000	Toilet Ek Prem Katha | Dialogue Promo 3  | In Cinemas Now Catch the movie in theatres on 11th August, 2017. Toilet - Ek Prem Katha traces the love story between a simple man Keshav (Akshay Kumar) and progressive Jaya (Bhumi Pednekar), set in two villages near Mathura. Toilet - Ek Prem Katha is a satirical take on a battle against the age old tradition of open defecation in the country. From	Title
2281	2281_oRLxraJNmb8.mp4	280	https://cognitivestudy.blob.core.windows.net/videos/2281_oRLxraJNmb8.mp4	31700	Chi Cha Leather | Gangs of Wasseypur II | HD Promo Facebook: Twitter: Website: Chi Cha Leather | Gangs of Wasseypur II | 30 Sec.	Title
2282	2282_2RBQj3kmwLk.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2282_2RBQj3kmwLk.mp4	49390	"""Prince of Persia"" - Dagger Discovery Click Here To Purchase: (Blu-ray/DVD Combo + Digital Copy) in stores September 14, 2010. Become a fan of PRINCE OF PERSIA on Facebook at: Set in the mystical lands of Persia, PRINCE OF PERSIA: THE SANDS OF TIME is an epic action-adventure about a rogue prince (JAKE GYLLENHAAL) and a mysterious princess (GEMMA ARTERTON) who race against dark forces to"	Title
2283	2283_AiSNDuWNAbU.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2283_AiSNDuWNAbU.mp4	43720	"Secretariat: ""Wearing Wings"" - Clip Order here: Secretariat will be available in stores nationwide as a 2-Disc Blu-ray Combo Pack, DVD and Movie Download on January 25, 2011. To find out more about Secretariat, become a fan on Facebook: or visit: ""This is one of the year's best films,"" states Roger Ebert of the Chicago Sun-Times. This powerful and thrilling journey of the 1973 Triple"	Title
2284	2284_LIdFa1qLgNQ.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2284_LIdFa1qLgNQ.mp4	32210	"Unbreakable Kimmy Schmidt | Opening Theme by Jeff Richmond [HD] | Netflix From ""30 Rock"" executive producers, Tina Fey and Robert Carlock comes this hilarious new comedy series starring Ellie Kemper (""The Office,"" ""Bridesmaids"") as a woman who is rescued from a doomsday cult and starts life over as a nanny for an Upper East Side socialite (Jane Krakowski from ""30 Rock"") in New York City. Armed with just a backpack, light-up"	Title
2285	2285_t9lnXecIcvM.mp4	276	https://cognitivestudy.blob.core.windows.net/videos/2285_t9lnXecIcvM.mp4	45050	It's time to try intent-based networking with Cisco DNA It automates your network. Keeps the business secure. Helps prevent downtime. And keeps users, devices, and apps connected securely, every time. Learn more at	Title
2286	2286_hOcAR-EL26U.mp4	113	https://cognitivestudy.blob.core.windows.net/videos/2286_hOcAR-EL26U.mp4	18620	 A kebab being grilled and then a man cleans the grill while the narrator advertises it	Title
2287	2287_B7Z-GEoqAZ4.mp4	164	https://cognitivestudy.blob.core.windows.net/videos/2287_B7Z-GEoqAZ4.mp4	43930	Mocha Commercial 46000 BTU Propane Patio Heater Mocha Commercial 46000 BTU Propane Patio Heater: watch this video featuring products available on Costco.com.	Title
2288	2288_arwsRh1_xMw.mp4	253	https://cognitivestudy.blob.core.windows.net/videos/2288_arwsRh1_xMw.mp4	55080	Employee Spotlight: Karen Rawls – Advancing Racial and Social Equity Meet Karen. Shes working in local communities to help advance racial and social equity through educational support. See the difference her work is making in the 2020 Corporate Sustainability Report: chevron.com/sustainability	Title
2289	2289_vNSGIsMZCtI.mp4	152	https://cognitivestudy.blob.core.windows.net/videos/2289_vNSGIsMZCtI.mp4	53010	Food Photography Tips with Andrew Scrivani, Tip #2 | Adobe Creative Cloud 	Title
2290	2290_r8ahTPmkv8Q.mp4	17	https://cognitivestudy.blob.core.windows.net/videos/2290_r8ahTPmkv8Q.mp4	15020	It's Not Work If You Love It - Advance Auto Parts Maybe it's not easy to replace your brakes or put in a new alternator ... but it sure is fun. Get your parts at Advance Auto Parts and we'll get you back to the garage. Buy online, pick up in-store in 30 minutes.	Title
2291	2291_XU91f1ee0zo.mp4	192	https://cognitivestudy.blob.core.windows.net/videos/2291_XU91f1ee0zo.mp4	32950	Light It Blue | State Farm® State Farm buildings in Bloomington, Atlanta, Phoenix and Dallas are lit in blue to express solidarity and gratitude for healthcare workers, first responders and all essential workers who are supporting their communities during the COVID-19 crisis. Subscribe to our YouTube channel: Connect with us:	Title
2292	2292_ZcoCV5FgmFg.mp4	82	https://cognitivestudy.blob.core.windows.net/videos/2292_ZcoCV5FgmFg.mp4	50020	How Capital One Auto Navigator Works | Capital One DESCRIPTION: Capital One Auto Navigator allows car buyers to pre-qualify for financing with no impact to their credit score, shop millions of cars from thousands of participating dealerships nationwide, and see their real rate and monthly payment - all in one place and before visiting a dealer. To learn more and pre-qualify for financing, visit or download the app from	Title
2293	2293_t_h4QHcKvMg.mp4	83	https://cognitivestudy.blob.core.windows.net/videos/2293_t_h4QHcKvMg.mp4	30050	Wayfair's Winter White Sale Out with the old, save on the new. Explore bed and bath essentials, furniture, rugs, and more at up to 70% OFF! Don't forget to And check out more videos on our YouTube channel: Find more inspiration at Wayfair.com: Check out our other social media channels! Instagram - Facebook - Twitter -	Title
2294	2294_tFe2_VSSb4Y.mp4	278	https://cognitivestudy.blob.core.windows.net/videos/2294_tFe2_VSSb4Y.mp4	15020	Price Match Guarantee* | Tractor Supply Co. Tractor Supply has the lowest price guaranteed on everyday essentials Thats why we have a price match policy that cant be beat. With our low-price guarantee, we promise that if you find a lower price on an identical product from a competing retailer, well match it. And that price	Title
2295	2295_dMgElg_aEuI.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2295_dMgElg_aEuI.mp4	32000	Ozark | Season 2 Announcement | Netflix You made your choice. Now deal with the consequences. Ozark Season 2. Coming soon. Watch Ozark on Netflix: Members can watch as much as they want,	Title
2296	2296_M6TTVIjBo1I.mp4	66	https://cognitivestudy.blob.core.windows.net/videos/2296_M6TTVIjBo1I.mp4	30090	How To: Use Charcoal Chimney | DIY & How To | Kroger We are Fresh For Everyone. At Kroger, we are nearly half a million associates who serve over 11 million customers daily. We provide Americans with a seamless digital shopping experience, 2,761 retail food stores under a variety of banner names, and aim to create	Title
